datetime,portfolio_value,cash,cash_deposits_total,cash_withdrawals_total,cash_adjustments_net_total,cash_financing_enabled,cash_financing_account_mode,cash_financing_credit_total,cash_financing_debit_total,cash_financing_net_total,cash_financing_days_accrued,cash_financing_events,cash_financing_last_credit_rate_used,cash_financing_last_debit_rate_used,positions,cash_deposits_period,cash_withdrawals_period,cash_adjustments_net_period,cash_financing_credit_period,cash_financing_debit_period,cash_financing_net_period,return,cash_adjusted_portfolio_value
2024-01-24 08:30:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
2024-01-24 09:30:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
2024-01-24 09:30:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
2024-01-24 16:00:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
2024-01-25 08:30:00-05:00,101627.59936523438,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.003903875913153336,101627.59936523438
2024-01-25 09:30:00-05:00,101627.59936523438,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101627.59936523438
2024-01-25 09:30:00-05:00,101627.59936523438,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101627.59936523438
2024-01-25 16:00:00-05:00,101627.59936523438,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101627.59936523438
2024-01-26 08:30:00-05:00,101603.67822265625,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0002353803762711741,101603.67822265626
2024-01-26 09:30:00-05:00,101603.67822265625,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101603.67822265626
